k,recall
2,0.5841088045812455
3,0.6420901932712957
4,0.5977093772369363
5,0.6220472440944882
6,0.5898353614889048
7,0.6127415891195419
8,0.5855404438081604
9,0.6091624910522548
10,0.5876879026485325
11,0.6048675733715104
12,0.5733715103793844
13,0.5848246241947029
14,0.5626342161775233
15,0.5719398711524696
16,0.5490336435218325
17,0.5590551181102362
18,0.5454545454545454
19,0.556907659269864
20,0.5404438081603435
