k,recall
2,0.5869720830350752
3,0.6449534717251253
4,0.6005726556907659
5,0.6263421617752326
6,0.5948460987831067
7,0.6170365068002863
8,0.5905511811023622
9,0.6141732283464567
10,0.5948460987831067
11,0.6127415891195419
12,0.5841088045812455
13,0.5969935576234788
14,0.5769506084466715
15,0.5862562634216177
16,0.5647816750178954
17,0.5755189692197566
18,0.5619183965640658
19,0.5740873299928418
20,0.5612025769506085
