lnTotalAssets,lnTobinQ,lnRDStock_TangFixedAssets,lnPatentStock_RDStock,lnCitesStock_PatentStock
16.35389,-5.945464,-2.51148,-0.6767265,-2.820708
15.13713,-7.392831,-2.123343,-0.0827524,-0.5031584
14.89488,-6.640441,-1.003043,-0.2317211,0.4287944
15.84885,-6.796938,-1.17307,-0.7581685,0.057345
12.83668,-7.616574,-1.759297,-0.2739527,0
12.92478,-6.720833,-1.21445,1.113313,-2.495718
13.04897,-4.777908,0.6382189,1.109602,1.108815
17.10232,-6.145476,-0.2608666,-3.852393,2.369653
16.382,-4.390015,1.423536,0.0262431,2.257787
13.03069,-3.392525,2.388913,0.5535915,3.849208
13.54466,-6.483203,-0.5853247,-1.543328,-1.230784
14.00136,-5.875762,-0.2991804,0.4204796,0.3399155
16.30032,-7.643445,-3.153671,-3.424358,0
15.82107,-6.981688,-2.938954,-1.501247,0.6779571
14.7945,-6.702771,-0.9542591,-0.7019035,1.132998
13.14682,-5.290982,0.1446753,-0.1530668,-0.4945617
15.17563,-5.967994,0.029573,0.0254248,1.094786
17.32761,-4.940922,0.9507065,-3.929607,0.6320204
13.16767,-6.328942,-1.396484,-0.8905565,0.6119667
13.32996,-5.43,-0.0993523,-0.8493826,0
13.62051,-6.789948,-1.610087,0.2893875,0.1399589
16.36193,-6.249401,-0.3971915,-0.3554394,0.8705794
12.4533,-5.620726,1.446441,1.235921,-0.1558976
16.03044,-6.825178,-0.5936746,-3.543508,-0.6427304
14.41769,-4.847314,1.861875,-1.946991,0.675073
15.43545,-5.002432,-0.512452,-0.9174072,1.731347
16.42668,-5.9612,-0.0664834,-0.9235775,-0.0656256
17.05137,-5.641931,0.3569531,-1.983019,1.429149
15.22188,-6.316154,-2.037079,-1.058167,0
11.92552,-3.408993,3.420994,-1.940144,0
14.52561,-6.7244,-1.832463,0.3636053,-0.1022602
14.5737,-6.540111,-1.112676,-1.119284,0
13.42288,-6.764124,-2.844471,0.8365829,0
13.04862,-7.970571,-1.071457,-1.676796,0
14.95465,-6.247686,-0.0108771,-4.243545,0
15.55781,-7.580101,-1.327237,-1.847277,0.9444611
18.99684,-10.24471,-3.045715,-6.446422,0.9939013
16.09116,-4.867976,0.7539311,-0.509227,1.615279
13.12006,-7.612946,-1.245415,-0.4224732,0
14.38612,-5.839555,-0.0784139,-0.2680609,-0.0040223
13.73941,-5.467704,0.1538506,-0.8989031,1.347886
13.24263,-7.589568,-1.118553,0.8338116,1.434199
13.94473,-6.313678,-0.2419628,-0.5196105,0.5682836
10.96605,-6.192017,-1.074395,1.77724,1.195623
14.22195,-5.563849,1.093639,0.1997717,1.069204
14.71301,-7.083385,-2.316402,-2.003172,0
16.75232,-6.260667,-1.095737,-1.77453,0.5352752
17.98021,-6.334449,0.53575,-0.6081154,1.186118
14.27185,-5.750362,-0.623583,-2.485208,0
15.06012,-5.732475,1.343321,-0.4931833,2.280922
15.98254,-7.591416,-1.619784,-1.061816,-1.072764
15.33321,-6.248664,-0.8697619,-1.026754,1.262748
12.70158,-6.747702,-2.073111,0.7309693,0
15.01114,-6.671879,-1.035898,-1.958365,1.628847
12.22547,-6.780953,-0.4290652,1.395023,0
14.84413,-5.981551,-2.884709,-1.681304,0
13.60025,-5.640985,-2.25989,0.1697138,0
15.42714,-6.848315,-0.6434342,-0.2402155,1.680721
15.61862,-6.934008,-0.5092168,-2.543895,1.87754
14.74388,-2.849902,1.19024,-0.8888819,2.772053
14.791,-2.46133,2.360018,0.9798459,2.024983
14.59271,-6.015111,-0.0775074,-1.414583,1.502479
13.06668,-6.954901,-1.014171,-0.3358023,0
13.82967,-5.945262,-0.8092434,-1.756895,1.396447
14.77904,-7.314107,-2.224742,-1.290182,0
15.88963,-7.219892,-1.752366,-2.035527,-0.1560626
15.17269,-6.796144,-0.8843576,-1.681923,0.6123081
14.98885,-8.504249,-2.182266,-2.143032,2.081124
14.33636,-5.645758,-0.8639959,0.2332924,1.678603
10.49139,-4.65124,-0.0493401,4.418594,0.1544726
14.36199,-6.05547,-1.939186,2.008813,1.250287
14.4837,-4.166141,1.279708,1.623338,2.193214
13.59224,-7.616618,-1.137701,0.523959,0.9355149
15.97663,-3.94547,1.42045,-0.5960171,2.741007
19.30998,-5.469265,-2.111493,-5.796288,-0.4251377
19.40114,-7.217597,-0.4781593,-4.223815,1.529948
13.35804,-4.782276,0.4406677,2.908487,2.218646
15.81083,-6.870654,-1.340309,-2.159054,0.2566855
14.13563,-6.125208,-1.140832,-0.9085457,0
14.76735,-5.853448,-2.792185,-0.4951831,3.16102
12.69593,-3.892852,0.1898027,0.2692907,1.666559
12.19312,-2.284537,3.953537,-0.968281,0.4979941
15.36343,-6.449152,-0.1324296,0.6851623,0.9094477
16.30138,-6.552722,0.104355,-0.5368903,1.454455
12.73904,-7.844146,-0.2355922,-0.4514105,1.101738
15.28463,-5.932314,0.5975863,-2.933675,0.6445336
12.45486,-6.141118,0.4740906,0.1911066,1.107985
15.06704,-6.235658,-0.8095133,-0.5514223,2.501473
13.69618,-5.701179,-0.0191297,-3.617193,0
