state,STATE1,year,lnsG_R_AppTot2931,lnsG_R10_AppTot2931,lnsfood,lnsagri,YY1,YY2,YY3,YY4,YY5,YY6,YY7,YY8,YY9,YY10,YY11,YY12,YY13,YY14,YY15,YY16,YY17
MI,MI,2013,-2.023225,-2.651278,-1.843599,-2.827152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MI,MI,2014,-2.049508,-2.679614,-1.817853,-2.657546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MI,MI,2015,-2.241434,-2.861167,-1.949549,-2.893606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MN,MN,2006,-2.904136,-4.020869,-3.108284,-3.779583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MN,MN,2007,-2.832266,-3.92235,-2.854804,-3.149579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MN,MN,2008,-2.809716,-3.93798,-2.717566,-3.147272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MN,MN,2009,-2.808794,-3.956289,-2.869519,-3.848263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MN,MN,2010,-2.798788,-3.885822,-2.795622,-3.400879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MN,MN,2011,-2.801147,-3.845365,-2.637901,-3.31225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MN,MN,2012,-2.834962,-3.857306,-2.606815,-3.710078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,MN,2013,-2.834756,-3.771092,-2.598449,-3.718482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MN,MN,2014,-2.840943,-3.714073,-2.549656,-3.426687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MN,MN,2015,-3.02129,-3.897249,-2.672991,-3.651101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MO,MO,2006,-3.348508,-4.194583,-3.103251,-3.946075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO,MO,2007,-3.338574,-4.128153,-3.069162,-3.173023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,MO,2008,-3.329191,-4.106113,-2.796905,-2.994517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MO,MO,2009,-3.266488,-4.025805,-2.783978,-3.739432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO,MO,2010,-3.191602,-3.935118,-2.487229,-3.494277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MO,MO,2011,-3.158613,-3.853875,-2.361072,-3.38697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MO,MO,2012,-3.167228,-3.78552,-2.236749,-3.157084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MO,MO,2013,-3.168961,-3.726304,-2.213532,-3.558188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MO,MO,2014,-3.135876,-3.670574,-2.168418,-3.393128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MO,MO,2015,-3.276293,-3.795652,-2.322403,-3.294558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MS,MS,2006,-4.567297,-4.802188,-3.88383,-2.597963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MS,MS,2007,-4.495423,-4.768987,-3.673339,-2.015332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MS,MS,2008,-4.49988,-4.759813,-2.746379,-2.2701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MS,MS,2009,-4.466734,-4.665795,-2.443651,-2.845459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MS,MS,2010,-4.436256,-4.609239,-2.599315,-2.250869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MS,MS,2011,-4.45676,-4.678915,-2.719832,-2.044847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MS,MS,2012,-4.295859,-4.532946,-2.575079,-1.9291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MS,MS,2013,-4.11185,-4.356977,-2.518903,-2.13609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MS,MS,2014,-4.157581,-4.363204,-2.673558,-2.399495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MS,MS,2015,-4.250395,-4.450569,-3.002022,-2.741233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MT,MT,2006,-5.796312,-5.826995,-6.921289,-5.84992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MT,MT,2007,-5.592665,-5.628085,-6.386738,-6.111014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MT,MT,2008,-5.480535,-5.505808,-6.005765,-5.991597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MT,MT,2009,-5.410641,-5.523625,-6.305211,-6.455467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MT,MT,2010,-5.444753,-5.537619,-6.296515,-5.709581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MT,MT,2011,-5.322604,-5.400097,-6.067054,-5.026798,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MT,MT,2012,-5.334281,-5.422089,-5.628217,-4.903396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MT,MT,2013,-5.355179,-5.426532,-5.631179,-4.873641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MT,MT,2014,-5.347456,-5.416612,-5.790027,-4.707517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MT,MT,2015,-5.495451,-5.559628,-5.918555,-4.846351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC,NC,2006,-2.303663,-2.922595,-2.478494,-1.698285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC,NC,2007,-2.291479,-2.863147,-2.191334,-1.634135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NC,NC,2008,-2.209441,-2.799969,-1.810027,-1.587639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NC,NC,2009,-2.145519,-2.699252,-1.945222,-1.944011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC,NC,2010,-2.124828,-2.608563,-1.738973,-1.503018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NC,NC,2011,-2.083633,-2.514636,-1.453534,-1.381695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NC,NC,2012,-2.013836,-2.402653,-1.441871,-1.33662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NC,NC,2013,-1.894491,-2.244967,-1.291969,-1.274751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NC,NC,2014,-1.882509,-2.217151,-1.208531,-1.32708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NC,NC,2015,-2.037562,-2.35983,-1.430356,-1.408819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ND,ND,2006,-6.029253,-6.357512,-5.21658,-4.942577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ND,ND,2007,-6.096302,-6.369952,-4.834369,-4.131336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ND,ND,2008,-6.025896,-6.380002,-4.815703,-3.766141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ND,ND,2009,-6.125945,-6.454752,-4.442526,-4.090116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ND,ND,2010,-6.195982,-6.471019,-4.34719,-3.895744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ND,ND,2011,-6.165781,-6.508161,-4.785837,-3.901896,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ND,ND,2012,-6.267445,-6.564203,-4.388557,-4.02508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ND,ND,2013,-6.399512,-6.666661,-4.784789,-4.030217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ND,ND,2014,-6.471497,-6.78851,-5.015684,-3.944111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ND,ND,2015,-6.637781,-6.934412,-4.889551,-3.890326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NE,NE,2006,-4.119325,-5.330623,-3.068601,-3.931503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE,NE,2007,-4.134428,-5.284236,-2.910157,-3.62592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NE,NE,2008,-4.168656,-5.358398,-2.641345,-3.21519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NE,NE,2009,-4.143319,-5.245073,-2.644003,-3.400421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NE,NE,2010,-4.159953,-5.142579,-2.410488,-3.208562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NE,NE,2011,-4.17151,-5.041184,-2.165195,-2.786063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NE,NE,2012,-4.207932,-5.058469,-2.181026,-2.795543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE,NE,2013,-4.243267,-5.024375,-2.116354,-3.524023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE,NE,2014,-4.281569,-4.944671,-2.044741,-3.326331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NE,NE,2015,-4.45323,-5.080198,-2.204069,-3.544406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NH,NH,2006,0.1440982,-0.2560804,-1.053352,-0.8066745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NH,NH,2007,0.1849094,-0.2005692,-0.8399328,-0.8994808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NH,NH,2008,0.2342696,-0.1221579,-1.359519,-1.10029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NH,NH,2009,0.2745013,-0.0819818,-1.577359,-1.054193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NH,NH,2010,0.3577757,-0.0382433,-0.8546797,-0.9978235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NH,NH,2011,0.3754766,-0.0328012,-0.3288918,-0.8551757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NH,NH,2012,0.4118463,0.0533796,-0.5391317,-0.8956241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NH,NH,2013,0.3744478,0.0351983,-0.5238593,-0.5655853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NH,NH,2014,0.4289303,0.0997182,-0.48349,-0.6630109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NH,NH,2015,0.2565116,-0.0571084,-0.3398836,-0.6333275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NJ,NJ,2006,0.9839759,0.3840608,0.537636,-0.2225369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NJ,NJ,2007,1.036387,0.4573484,0.6295815,-0.1850663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NJ,NJ,2008,1.109332,0.5799441,1.123759,0.404079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NJ,NJ,2009,1.206104,0.6863298,1.060921,0.4114914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NJ,NJ,2010,1.309411,0.7751276,1.177873,0.5261434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NJ,NJ,2011,1.359873,0.8425775,1.316174,0.6545011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NJ,NJ,2012,1.434827,0.9166704,1.329182,0.6398677,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NJ,NJ,2013,1.501484,1.022606,1.438327,0.6299435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NJ,NJ,2014,1.519714,1.092541,1.427269,0.5695645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NJ,NJ,2015,1.373809,0.9545586,1.402987,0.5900061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM,NM,2006,-3.384157,-3.520807,-4.299527,-4.936495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM,NM,2007,-3.282377,-3.394333,-3.58725,-4.104194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM,NM,2008,-3.288029,-3.379553,-3.003715,-3.894833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM,NM,2009,-3.218294,-3.287668,-3.353452,-3.980245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM,NM,2010,-3.147004,-3.233947,-3.036632,-3.905359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM,NM,2011,-3.074795,-3.12984,-2.478831,-3.806567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM,NM,2012,-3.126622,-3.174191,-2.453105,-4.049861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM,NM,2013,-3.012985,-3.047763,-2.441593,-4.113262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM,NM,2014,-2.99935,-3.027563,-2.3427,-4.253972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM,NM,2015,-3.140263,-3.179773,-2.51579,-4.361652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NV,NV,2006,-1.372472,-1.642226,-3.941319,-3.961672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NV,NV,2007,-1.264589,-1.483074,-3.463324,-3.46685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NV,NV,2008,-1.176024,-1.406031,-2.968254,-3.550911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NV,NV,2009,-1.127957,-1.346194,-2.677136,-3.93074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NV,NV,2010,-1.003288,-1.195562,-2.372267,-3.520458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NV,NV,2011,-0.8722101,-1.019262,-2.556688,-3.567471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NV,NV,2012,-0.8165907,-0.9451912,-2.029108,-3.608473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NV,NV,2013,-0.7022166,-0.7975205,-1.770897,-3.169039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NV,NV,2014,-0.6314154,-0.7058687,-1.172471,-3.379399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NV,NV,2015,-0.7580624,-0.8298098,-0.9835021,-3.260447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NY,NY,2006,-0.6994938,-1.122263,-1.584622,-2.316149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NY,NY,2007,-0.6346995,-1.0446,-1.48293,-1.971598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NY,NY,2008,-0.5842876,-0.9806576,-1.202615,-1.984224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NY,NY,2009,-0.5155341,-0.9066213,-1.184293,-2.029471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NY,NY,2010,-0.4445257,-0.8246377,-1.127629,-1.732912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NY,NY,2011,-0.3717622,-0.7146588,-1.075943,-1.859738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NY,NY,2012,-0.2779426,-0.584741,-1.095263,-1.71756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NY,NY,2013,-0.1928327,-0.4723161,-1.027305,-1.977536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NY,NY,2014,-0.1654399,-0.4176624,-0.9630184,-1.718073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NY,NY,2015,-0.3070205,-0.5489103,-0.956789,-1.853927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH,OH,2006,-2.572968,-3.210377,-2.84192,-3.180122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OH,OH,2007,-2.536807,-3.177384,-2.740731,-2.927024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OH,OH,2008,-2.515109,-3.125536,-2.570975,-3.066743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OH,OH,2009,-2.51034,-3.076739,-2.619452,-2.969656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,OH,2010,-2.537144,-3.08479,-2.54705,-2.839583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OH,OH,2011,-2.485727,-3.021979,-2.445333,-2.50037,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OH,OH,2012,-2.48541,-3.003778,-2.40696,-2.189804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OH,OH,2013,-2.501745,-2.969425,-2.316841,-1.850677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OH,OH,2014,-2.514117,-2.936047,-2.308218,-1.588807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OH,OH,2015,-2.671425,-3.08807,-2.368874,-1.651192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OK,OK,2006,-4.494093,-4.99252,-4.051532,-4.928882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OK,OK,2007,-4.56204,-5.049626,-3.678413,-4.504362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OK,OK,2008,-4.552965,-4.935323,-3.590981,-4.354181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OK,OK,2009,-4.569193,-4.904636,-3.51717,-4.510803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OK,OK,2010,-4.470131,-4.762393,-3.228047,-3.796665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OK,OK,2011,-4.435892,-4.756111,-3.169935,-3.536127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OK,OK,2012,-4.294713,-4.570646,-3.190678,-4.043544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OK,OK,2013,-4.163941,-4.391054,-3.336993,-3.408646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OK,OK,2014,-4.095742,-4.292295,-3.33834,-3.848792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OK,OK,2015,-4.198491,-4.380713,-3.555485,-4.345051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OR,OR,2006,-2.133786,-2.654197,-2.67878,-1.103325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OR,OR,2007,-2.041708,-2.550753,-2.455065,-0.7231188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OR,OR,2008,-1.986615,-2.502084,-2.483521,-0.4991848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OR,OR,2009,-1.966859,-2.470442,-2.543089,-0.7786973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OR,OR,2010,-1.909682,-2.40125,-2.327255,-0.6904666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OR,OR,2011,-1.838343,-2.309025,-2.156163,-0.436922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OR,OR,2012,-1.765651,-2.258493,-2.005138,-0.5440288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OR,OR,2013,-1.693892,-2.187088,-1.958483,-0.5927375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OR,OR,2014,-1.675337,-2.134133,-1.934985,-0.5369803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OR,OR,2015,-1.82664,-2.277263,-2.096012,-1.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PA,PA,2006,-1.757769,-2.330626,-1.867609,-2.855971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA,PA,2007,-1.694176,-2.321967,-1.676689,-2.746511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PA,PA,2008,-1.694789,-2.321975,-1.587395,-2.744629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PA,PA,2009,-1.672019,-2.252666,-1.545605,-2.81545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA,PA,2010,-1.671165,-2.227694,-1.38945,-2.666444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,PA,2011,-1.689501,-2.224744,-1.278114,-2.576573,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,PA,2012,-1.676205,-2.168559,-1.171442,-2.763943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PA,PA,2013,-1.603547,-2.031507,-1.145558,-2.942327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PA,PA,2014,-1.591934,-2.005482,-1.069842,-2.999623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PA,PA,2015,-1.762265,-2.167897,-1.060567,-3.160088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RI,RI,2006,1.455273,0.9727524,-0.8750393,0.5607275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RI,RI,2007,1.490851,1.086983,-1.452132,0.2382946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RI,RI,2008,1.514197,1.163587,-1.087538,0.3960584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RI,RI,2009,1.633432,1.200295,-0.9277132,0.3600281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RI,RI,2010,1.657666,1.275603,-1.155703,0.3222955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RI,RI,2011,1.673288,1.300181,-0.3384374,0.3506145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RI,RI,2012,1.804794,1.377334,-0.0749134,0.2362849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RI,RI,2013,1.760279,1.299193,-0.2380251,0.4548636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RI,RI,2014,1.914799,1.559592,-0.2440032,0.6367058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RI,RI,2015,1.802901,1.481492,-0.1667578,0.5863363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SC,SC,2006,-2.818833,-3.183782,-2.104644,-2.02974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SC,SC,2007,-2.64104,-3.141485,-2.005321,-2.632897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SC,SC,2008,-2.524098,-3.044488,-1.842784,-2.847333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SC,SC,2009,-2.357348,-2.911536,-2.211065,-2.765082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SC,SC,2010,-2.253271,-2.73301,-1.811577,-2.174532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SC,SC,2011,-2.125557,-2.520778,-1.271501,-2.053651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SC,SC,2012,-2.042932,-2.361524,-1.115687,-1.829937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC,SC,2013,-1.921288,-2.172682,-0.8398644,-1.901475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SC,SC,2014,-1.96937,-2.191371,-0.7041058,-1.890127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SC,SC,2015,-2.098611,-2.308359,-0.7387507,-2.023685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SD,SD,2006,-5.419208,-6.019085,-4.187572,-7.495257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,SD,2007,-5.427566,-5.962393,-3.884041,-5.493459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SD,SD,2008,-5.420391,-5.93493,-4.005673,-5.802067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SD,SD,2009,-5.423696,-5.819541,-4.117135,-6.083941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SD,SD,2010,-5.510517,-5.888429,-3.807319,-5.954311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SD,SD,2011,-5.478136,-5.813488,-3.639752,-6.34382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SD,SD,2012,-5.555009,-5.841822,-3.630526,-6.490613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SD,SD,2013,-5.590497,-5.844064,-3.591578,-5.736905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SD,SD,2014,-5.648668,-5.862415,-3.57252,-5.771544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SD,SD,2015,-5.783067,-5.979679,-3.85001,-5.99628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TN,TN,2006,-3.072431,-3.554128,-2.965968,-1.307701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TN,TN,2007,-3.054129,-3.473591,-2.49333,-2.189954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TN,TN,2008,-2.972553,-3.332475,-2.227611,-1.862418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TN,TN,2009,-2.890471,-3.236349,-2.224898,-2.046806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TN,TN,2010,-2.768699,-3.069457,-2.035898,-1.494014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TN,TN,2011,-2.689101,-3.009134,-1.755164,-1.379279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TN,TN,2012,-2.667737,-2.998829,-1.773646,-1.558998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TN,TN,2013,-2.502753,-2.845211,-1.728865,-1.726314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TN,TN,2014,-2.40802,-2.7061,-1.851557,-1.994439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TN,TN,2015,-2.494923,-2.778973,-2.167009,-1.707437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TX,TX,2006,-3.083054,-3.725546,-2.299582,-2.326313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TX,TX,2007,-2.996834,-3.634955,-2.168724,-1.92925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TX,TX,2008,-2.93973,-3.551587,-1.973117,-1.602949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
